Geography,Car_Truck_Van_Less_Than_15,Car_Truck_Van_15_to_29,Car_Truck_Van_30_to_44,Car_Truck_Van_45_to_59,Car_Truck_Van_More_Than_60,Car_Truck_Van_Avg_Duration,Public_Transit_Less_Than_15,Public_Transit_15_to_29,Public_Transit_30_to_44,Public_Transit_45_to_59,Public_Transit_More_Than_60,Public_Transit_Avg_Duration,Active_Transportation_Less_Than_15,Active_Transportation_15_to_29,Active_Transportation_30_to_44,Active_Transportation_45_to_59,Active_Transportation_More_Than_60,Active_Transportation_Avg_Duration,Motorcycle_Scooter_Moped_Less_Than_15,Motorcycle_Scooter_Moped_15_to_29,Motorcycle_Scooter_Moped_30_to_44,Motorcycle_Scooter_Moped_45_to_59,Motorcycle_Scooter_Moped_More_Than_60,Motorcycle_Scooter_Moped_Avg_Duration,Other_Less_Than_15,Other_15_to_29,Other_30_to_44,Other_45_to_59,Other_More_Than_60,Other_Avg_Duration,Province or Territory Abbreviation,Population (2021),Population (2016),Population Percentage Change (2016->2021),Land area (2021) (km^2),Population density per km^2 (2021)
Laird,20,45,35,0,0,21.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Sask.,265,267,-0.7,1.23,215.6
Tarbutt and Tarbutt Additional,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,573,534,7.3,52.79,10.9
Johnson,50,80,20,15,10,22.7,0,0,0,0,0,0.0,20,0,0,0,0,3.8,0,0,0,0,0,0.0,10,0,0,0,0,0.0,Ont.,749,751,-0.3,119.47,6.3
Plummer Additional,10,15,0,0,0,13.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,757,660,14.7,219.24,3.5
Bruce Mines,80,45,10,15,0,15.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,582,582,0,6.09,95.6
Thessalon 12,30,0,0,0,0,12.0,0,0,0,0,0,0.0,0,0,0,0,0,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,151,124,21.8,9.57,15.8
Thessalon,265,65,70,35,20,17.8,0,0,0,0,0,0.0,40,0,0,0,0,8.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,"1,260","1,286",-2,4.38,287.5
Huron Shores,100,45,30,0,0,17.9,0,0,0,0,0,0.0,15,0,0,0,0,1.2,0,0,0,0,0,0.0,10,0,0,0,0,0.0,Ont.,"1,860","1,664",11.8,451.87,4.1
Blind River,665,225,70,45,35,14.8,0,0,0,0,0,0.0,40,25,0,0,0,9.8,0,0,0,0,0,0.0,25,0,0,0,0,1.7,Ont.,"3,422","3,472",-1.4,513.98,6.7
Spanish,35,15,0,0,0,11.8,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,670,712,-5.9,106.9,6.3
The North Shore,45,25,10,0,0,19.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,531,497,6.8,230.17,2.3
Elliot Lake,"1,525",105,85,35,45,10.6,0,10,0,0,0,0.0,120,50,15,10,0,12.5,10,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,"11,372","10,741",5.9,696.06,16.3
"Macdonald, Meredith and Aberdeen Additional",60,75,55,0,0,18.7,10,0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,Ont.,"1,513","1,609",-6,163.26,9.3
Sault Ste. Marie,"13,545","5,875","1,425",450,285,13.7,85,215,175,100,35,29.0,600,330,125,30,20,14.4,20,0,0,0,0,17.5,215,10,25,0,10,11.8,Ont.,"72,051","73,368",-1.8,221.99,324.6
Prince,15,10,0,0,0,16.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,975,"1,010",-3.5,84.98,11.5
Sagamok,75,0,10,0,0,14.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,"1,110","1,140",-2.6,96.83,11.5
Serpent River 7,60,10,20,0,0,17.0,0,0,0,0,0,0.0,0,0,0,0,0,12.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,351,371,-5.4,76.14,4.6
Mississagi River 8,65,10,0,0,10,21.4,0,0,0,0,0,0.0,15,0,0,0,0,5.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,414,411,0.7,18.26,22.7
Garden River 14,110,50,15,0,0,11.4,0,0,0,0,0,0.0,25,0,0,0,0,7.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,"1,071","1,125",-4.8,213.71,5
Wawa,740,95,20,0,130,23.6,0,0,0,0,0,0.0,110,35,0,0,0,7.7,0,0,0,0,0,0.0,15,0,0,0,0,1.0,Ont.,"2,705","2,905",-6.9,411.89,6.6
Gros Cap 49,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,63,77,-18.2,34.12,1.8
Dubreuilville,80,40,0,10,20,20.6,0,0,0,0,0,0.0,25,0,0,0,0,7.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,576,613,-6,87.53,6.6
White River,215,0,50,40,115,36.3,10,0,0,0,0,58.0,25,15,0,0,0,8.2,0,0,0,0,0,0.0,10,0,0,0,0,0.0,Ont.,557,645,-13.6,95.55,5.8
"Algoma, Unorganized, South East Part",0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,5,0,0,43.17,0.1
"Algoma, Unorganized, North Part",85,190,65,60,130,39.9,0,25,15,0,0,24.0,25,0,0,0,0,6.8,0,0,0,0,0,0.0,30,10,10,0,0,31.2,Ont.,"6,050","5,739",5.4,"43,618.95",0.1
Hornepayne,235,55,15,0,45,20.7,0,0,0,0,0,0.0,70,10,0,0,0,5.8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,968,980,-1.2,203.04,4.8
Thunder Bay,"21,165","14,630","3,040",795,805,15.5,245,410,490,165,125,30.3,"1,705",810,270,40,20,13.0,20,15,0,0,0,32.0,460,145,65,0,170,30.6,Ont.,"108,843","107,909",0.9,327.77,332.1
Thunder Bay,"17,275","12,930","2,175",500,355,14.8,220,400,480,160,110,29.9,"1,105",720,260,40,20,14.8,10,10,0,0,0,14.8,395,120,35,0,110,25.5,Ont.,"108,843","107,909",0.9,327.77,332.1
Oliver Paipoonge,350,590,185,20,55,20.8,0,0,0,0,0,0.0,40,15,0,0,0,7.6,0,0,0,0,0,0.0,0,20,0,0,0,26.0,Ont.,"6,035","5,922",1.9,350.51,17.2
Gillies,0,10,10,0,0,22.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,441,474,-7,92.68,4.8
O'Connor,10,10,10,0,0,22.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,689,663,3.9,108.56,6.3
Conmee,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,798,819,-2.6,167.65,4.8
Shuniah,115,140,60,10,10,19.9,0,0,0,0,0,0.0,15,0,0,0,0,3.0,0,0,0,0,0,0.0,30,0,0,0,0,10.0,Ont.,"3,247","2,798",16,571.34,5.7
Dorion,40,15,10,10,10,22.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,375,316,18.7,211.25,1.8
Red Rock,55,10,0,0,10,18.2,0,0,0,0,0,0.0,30,0,0,0,0,5.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,895,895,0,62.1,14.4
Nipigon,275,130,15,15,60,18.7,0,0,0,0,0,0.0,20,15,0,0,0,11.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,"1,473","1,642",-10.3,107.94,13.6
Schreiber,130,30,0,0,0,10.7,0,0,0,0,0,0.0,30,0,0,0,0,7.4,0,0,0,0,0,0.0,0,0,0,0,10,0.0,Ont.,"1,039","1,059",-1.9,35.81,29
Terrace Bay,450,105,15,0,30,12.0,0,0,0,0,0,0.0,40,10,0,0,0,9.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,"1,528","1,611",-5.2,151.5,10.1
Marathon,675,125,170,80,30,16.5,10,0,0,0,0,0.0,75,20,0,0,0,9.2,0,0,0,0,0,0.0,10,0,10,0,0,34.0,Ont.,"3,138","3,273",-4.1,167.03,18.8
Pic Mobert North,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,138,197,-29.9,1.67,82.5
Pic Mobert South,10,10,10,10,0,27.0,0,0,0,0,0,0.0,0,0,0,0,0,10.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,127,125,1.6,0.32,401.6
Pic River 50,45,35,25,10,0,17.0,0,0,0,0,0,0.0,10,0,0,0,0,4.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,372,443,-16,4.03,92.3
Pays Plat 51,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,100,89,12.4,2.03,49.3
Lake Helen 53A,45,10,10,0,0,9.8,0,0,0,0,0,0.0,10,0,0,0,0,3.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,240,293,-18.1,0.86,277.8
Gull River 55,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,110,247,-55.5,39.77,2.8
Manitouwadge,285,10,15,30,10,12.0,0,0,0,0,0,0.0,75,0,0,0,0,5.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,"1,974","1,937",1.9,352.17,5.6
Ginoogaming First Nation,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,200,210,-4.8,68.65,2.9
Long Lake 58,30,10,0,0,0,12.4,0,0,0,0,10,0.0,20,0,0,0,0,6.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,410,385,6.5,2.75,149
Rocky Bay 1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,154,184,-16.3,0.26,592.8
Aroland,50,0,0,0,10,12.6,0,0,0,0,0,0.0,15,0,0,0,0,5.6,0,0,0,0,0,0.0,10,0,0,0,0,0.0,Ont.,178,366,-51.4,3.34,53.3
Lake Nipigon,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,0,0,0,12.89,0
Ojibway Nation of Saugeen (Savant Lake),0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,88,90,-2.2,57.06,1.5
Osnaburgh 63A,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,233,232,0.4,47.48,4.9
Whitesand,30,0,0,0,0,12.4,0,0,0,0,0,0.0,15,0,0,0,0,9.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,297,325,-8.6,2.56,116.2
Lac des Mille Lacs 22A1,15,15,0,0,90,82.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,25,92.0,Ont.,0,0,0,17.32,0
Rainy River,"3,300","1,105",635,315,365,18.1,0,0,15,40,25,47.6,340,60,20,10,15,10.5,0,0,0,0,0,0.0,60,20,20,0,15,27.0,Ont.,752,807,-6.8,3.12,241.4
Atikokan,590,125,55,10,20,13.2,0,0,0,0,0,0.0,60,10,10,0,0,13.7,0,0,0,0,0,0.0,15,0,0,0,0,0.0,Ont.,"2,642","2,753",-4,313.64,8.4
Alberton,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,P.E.I.,"1,301","1,145",13.6,4.7,277
Alberton,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,954,969,-1.5,116.6,8.2
Fort Frances,"1,925",595,265,70,95,14.2,0,0,0,0,0,0.0,165,45,10,0,10,11.1,0,0,0,0,0,0.0,30,0,0,0,0,5.6,Ont.,"7,466","7,739",-3.5,25.55,292.2
La Vallee,40,30,15,0,0,18.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,788,938,-16,237.12,3.3
Emo,215,130,85,40,10,19.6,0,0,0,0,0,0.0,20,0,0,0,0,6.4,0,0,0,0,0,0.0,10,0,0,0,0,16.0,Ont.,"1,204","1,333",-9.7,202.28,6
Manitou Rapids 11,25,15,20,20,10,29.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,300,283,6,22.73,13.2
Morley,45,40,10,0,10,18.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,493,481,2.5,388.38,1.3
Dawson,15,0,0,0,0,16.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,399,468,-14.7,343.42,1.2
Dawson,15,0,0,0,0,16.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Y.T.,"1,577","1,375",14.7,30.91,51
Rainy River,95,35,15,15,20,18.3,0,0,0,0,0,0.0,25,0,0,0,0,5.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,752,807,-6.8,3.12,241.4
Big Grassy River 35G,55,0,0,0,0,8.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,251,235,6.8,33.73,7.4
Big Island Mainland 93,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,5,10,-50,0.42,11.8
Saug-A-Gaw-Sing 1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,136,98,38.8,0.68,200.9
Neguaguon Lake 25D,35,10,10,0,0,18.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,118,177,-33.3,62.7,1.9
Rainy Lake 18C,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,125,115,8.7,17.93,7
Agency 1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,0,0,0,0.48,0
Couchiching 16A,60,0,0,0,0,6.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,633,810,-21.9,65.47,9.7
Rainy Lake 26A,15,0,10,0,10,21.0,0,0,0,0,0,0.0,15,0,0,0,0,6.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,158,157,0.6,24.12,6.6
Seine River 23A,15,0,10,0,0,19.0,0,0,0,0,0,0.0,10,10,0,0,0,12.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,270,263,2.7,15.72,17.2
Rainy Lake 17A,15,0,15,10,0,22.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,234,211,10.9,14.22,16.5
Rainy Lake 17B,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,5,5,0,9.81,0.5
Kenora,"12,530","3,760",680,200,610,13.2,20,20,10,0,0,20.4,"1,990",450,75,0,20,9.1,10,15,0,0,0,14.0,445,135,50,15,200,35.6,Ont.,"14,967","15,096",-0.9,211.65,70.7
Ignace,225,20,0,0,30,16.0,0,0,0,0,0,0.0,50,0,0,0,0,4.7,0,0,0,0,0,0.0,10,0,0,0,0,0.0,Ont.,"1,206","1,202",0.3,72.13,16.7
Whitefish Bay 32A,120,10,0,0,10,6.7,0,0,0,0,0,0.0,25,10,0,0,0,7.8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,610,575,6.1,18.36,33.2
Whitefish Bay 33A,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,94,96,-2.1,12.08,7.8
Sioux Narrows-Nestor Falls,90,10,0,25,55,30.7,0,0,0,0,0,0.0,10,0,0,0,0,4.8,0,0,0,0,0,0.0,10,0,0,0,0,0.0,Ont.,727,567,28.2,"1,215.80",0.6
Kenora,"3,270","1,510",185,10,85,12.8,0,10,0,0,0,16.0,230,100,15,0,0,11.8,0,10,0,0,0,20.0,95,20,10,0,0,10.5,Ont.,"14,967","15,096",-0.9,211.65,70.7
Machin,100,55,10,15,0,18.1,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,Ont.,"1,012",971,4.2,290.14,3.5
Eagle Lake 27,30,10,0,0,0,9.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,257,224,14.7,32.38,7.9
Dryden,"2,265",920,220,10,55,12.5,0,0,0,0,0,0.0,170,75,15,0,0,9.8,0,0,0,0,0,0.0,55,10,0,0,0,7.3,Ont.,"7,388","7,749",-4.7,65.58,112.7
Ear Falls,180,75,15,10,60,23.8,0,0,0,0,0,0.0,60,10,0,0,0,7.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,924,995,-7.1,336.69,2.7
Sioux Lookout,"1,700",245,80,20,105,13.0,0,0,0,0,0,0.0,235,60,10,0,0,8.9,0,0,0,0,0,0.0,20,35,0,0,15,35.5,Ont.,"5,839","5,272",10.8,378.02,15.4
Red Lake,"1,240",505,30,65,75,15.7,0,0,0,0,0,0.0,145,40,10,0,0,9.0,0,0,0,0,0,0.0,100,10,0,0,15,16.0,Ont.,"4,094","4,107",-0.3,602.93,6.8
Pickle Lake,180,20,20,0,10,13.5,0,0,0,0,0,0.0,30,0,10,0,0,11.6,0,0,0,0,0,0.0,10,10,0,0,15,58.0,Ont.,398,388,2.6,247.21,1.6
Fort Albany (Part) 67,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,775,759,2.1,3.52,220.3
Attawapiskat 91A,130,0,0,0,0,6.4,0,0,0,0,0,0.0,120,20,0,0,10,8.9,0,0,0,0,0,0.0,20,0,0,0,10,48.0,Ont.,"1,586","1,501",5.7,1.75,905
Marten Falls 65,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,243,252,-3.6,79,3.1
Fort Hope 64,85,0,0,0,0,6.6,0,0,0,10,0,0.0,85,10,0,0,0,8.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,977,"1,014",-3.6,239.29,4.1
Cat Lake 63C,80,0,0,0,0,7.0,0,0,0,0,0,0.0,10,0,0,0,0,2.8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,651,565,15.2,17.11,38.1
Osnaburgh 63B,60,10,10,0,0,12.6,0,10,0,0,0,20.0,15,0,0,0,0,6.8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,524,435,20.5,125.37,4.2
Lac Seul 28,105,30,10,10,10,15.5,0,0,0,0,0,0.0,30,10,0,0,0,6.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,"1,022",974,4.9,243.73,4.2
Wabigoon Lake 27,35,0,0,0,0,6.4,0,0,0,0,0,0.0,10,0,0,0,0,2.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,175,168,4.2,42.68,4.1
English River 21,125,0,0,0,10,12.1,0,0,0,0,0,0.0,0,0,0,0,0,9.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,584,638,-8.5,39.3,14.9
Weagamow Lake 87,175,10,10,0,0,7.5,0,0,0,0,0,0.0,35,0,0,0,0,11.4,0,0,0,0,0,0.0,0,0,10,0,10,52.0,Ont.,921,886,4,89.84,10.3
Northwest Angle 33B,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,52,95,-45.3,12.41,4.2
Wabaseemoong,120,0,0,15,25,19.6,0,0,0,0,0,0.0,0,0,0,0,0,12.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,Ont.,815,827,-1.5,76.08,10.7
Sabaskong Bay 35D,70,0,10,0,0,6.2,0,0,0,0,0,0.0,10,0,0,0,0,12.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,383,371,3.2,5.01,76.5
Shoal Lake 34B2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,81,151,-46.4,1.85,43.7
Lake of the Woods 37,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,49,62,-21,11.9,4.1
Kenora 38B,65,25,0,0,0,8.8,0,0,0,0,0,0.0,10,0,0,0,0,6.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,402,421,-4.5,19.45,20.7
Poplar Hill,85,0,0,0,0,5.5,0,0,0,0,0,0.0,25,0,0,0,0,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,663,473,40.2,6.83,97.1
Shoal Lake 39A,65,0,0,0,15,17.2,0,0,0,0,0,0.0,20,0,0,0,0,6.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,445,391,13.8,32.55,13.7
Rat Portage 38A,15,10,20,0,0,16.8,0,0,0,0,0,0.0,10,0,0,0,0,7.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,171,140,22.1,29.64,5.8
Deer Lake,165,25,0,0,0,9.7,0,0,0,0,0,0.0,25,10,10,0,0,16.0,0,0,0,0,0,0.0,10,0,0,0,0,10.0,N.L.,"4,864","5,249",-7.3,73.26,66.4
Deer Lake,165,25,0,0,0,9.7,0,0,0,0,0,0.0,25,10,10,0,0,16.0,0,0,0,0,0,0.0,10,0,0,0,0,10.0,Ont.,"1,087",867,25.4,13.65,79.6
Sandy Lake 88,335,20,10,0,0,8.7,0,0,0,0,0,0.0,60,20,10,0,0,13.3,0,0,0,0,0,0.0,10,0,0,0,0,6.4,Ont.,"2,100","2,017",4.1,44.31,47.4
Kitchenuhmaykoosib Aaki 84,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,"1,029","1,024",0.5,277.01,3.7
Sachigo Lake 1,135,0,0,0,0,5.4,0,0,0,0,0,0.0,40,0,0,0,0,6.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,608,514,18.3,30.07,20.2
Fort Severn 89,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,364,361,0.8,42.64,8.5
Webequie,65,0,0,0,0,6.0,0,0,0,0,0,0.0,85,0,0,0,0,6.9,0,0,0,0,0,0.0,10,0,0,0,0,10.0,Ont.,723,778,-7.1,320.35,2.3
North Spirit Lake,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,265,293,-9.6,18.21,14.6
Lansdowne House,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,0,0,0,1.15,0
Shoal Lake (Part) 40,50,10,0,10,0,14.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,96,71,35.2,4.87,19.7
Shoal Lake (Part) 40,50,10,0,10,0,14.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Man.,0,0,0,21.35,0
Whitefish Bay 34A,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,125,124,0.8,5.5,22.7
Wabauskang 21,50,0,0,0,0,4.9,0,0,0,0,0,0.0,10,0,0,0,0,6.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,57,70,-18.6,30.68,1.9
Wunnumin 1,145,10,0,0,0,5.2,0,0,0,0,0,0.0,20,10,0,0,0,5.6,0,0,0,0,0,0.0,10,0,0,0,0,5.0,Ont.,587,593,-1,64,9.2
Summer Beaver,35,10,0,0,0,5.6,0,0,0,0,0,0.0,40,0,0,0,0,8.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,355,382,-7.1,15.39,23.1
Wapekeka 2,90,0,0,0,0,7.9,0,0,0,0,0,0.0,45,10,0,0,0,7.9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,456,440,3.6,27.2,16.8
The Dalles 38C,30,0,0,0,0,6.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,180,194,-7.2,33.69,5.3
Peawanuck,10,0,0,0,0,6.0,0,0,0,0,0,0.0,45,0,0,0,0,6.3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,247,195,26.7,3.22,76.7
Neskantaga,35,0,0,0,0,4.2,0,0,0,0,0,0.0,15,0,0,0,0,5.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,244,237,3,10.05,24.3
Bearskin Lake,120,10,0,0,0,8.3,0,0,0,0,0,0.0,10,0,0,0,0,9.5,0,0,0,0,0,0.0,10,0,0,0,0,9.0,Ont.,447,355,25.9,144.93,3.1
Kasabonika Lake,110,0,0,0,0,5.0,0,0,0,0,0,0.0,50,0,0,0,0,6.1,0,0,0,0,0,0.0,10,0,0,0,0,11.0,Ont.,"1,060",849,24.9,101.73,10.4
Kingfisher Lake 1,125,0,0,0,0,3.8,0,0,0,0,0,0.0,20,0,0,0,0,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Ont.,511,511,0,9.12,56
